rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/010/525/GCA_000010525.1_ASM1052v1	azorhizobium_caulinodans
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/474/775/GCA_900474775.1_41800_G02	streptococcus_pyogenes
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/474/795/GCA_900474795.1_41767_B01	streptococcus_pyogenes
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/474/815/GCA_900474815.1_41800_F01	streptococcus_pyogenes
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/474/825/GCA_900474825.1_41800_B02	streptococcus_pyogenes
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/474/835/GCA_900474835.1_41800_H02	streptococcus_pyogenes
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/474/845/GCA_900474845.1_41906_C02	streptococcus_pyogenes
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/474/855/GCA_900474855.1_41825_E01	streptococcus_pyogenes
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/474/865/GCA_900474865.1_41906_D02	streptococcus_pyogenes
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/474/885/GCA_900474885.1_41851_E01	streptococcus_pyogenes
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/474/895/GCA_900474895.1_42042_C02	streptococcus_pyogenes
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/474/915/GCA_900474915.1_41851_G01	streptococcus_pyogenes
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/474/925/GCA_900474925.1_41885_G01	streptococcus_pyogenes
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/474/935/GCA_900474935.1_41851_F01	streptococcus_pyogenes
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/474/945/GCA_900474945.1_42017_E01	streptococcus_pyogenes
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/474/955/GCA_900474955.1_41800_H01	streptococcus_pyogenes
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/474/965/GCA_900474965.1_41825_D01	streptococcus_pyogenes
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/474/975/GCA_900474975.1_41906_B02	streptococcus_pyogenes
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/474/995/GCA_900474995.1_41906_H01	streptococcus_pyogenes
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/475/005/GCA_900475005.1_41906_F02	streptococcus_pyogenes
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/475/035/GCA_900475035.1_41965_F01	streptococcus_pyogenes
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/475/075/GCA_900475075.1_42290_F02	streptococcus_pyogenes
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/475/085/GCA_900475085.1_42206_C01	streptococcus_pyogenes
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/475/105/GCA_900475105.1_41975_C01	streptococcus_pyogenes
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/475/115/GCA_900475115.1_42197_A01	streptococcus_pyogenes
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/475/135/GCA_900475135.1_41906_H02	streptococcus_pyogenes
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/475/155/GCA_900475155.1_41975_A01	streptococcus_pyogenes
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/475/165/GCA_900475165.1_42731_D01	streptococcus_pyogenes
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/475/175/GCA_900475175.1_42912_A02	streptococcus_pyogenes
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/475/335/GCA_900475335.1_42912_D01	streptococcus_pyogenes
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/475/425/GCA_900475425.1_43908_F01	streptococcus_pyogenes
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/475/455/GCA_900475455.1_44451_G01	streptococcus_pyogenes
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/475/465/GCA_900475465.1_42969_C01	streptococcus_pyogenes
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/475/475/GCA_900475475.1_44503_G02	streptococcus_pyogenes
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/475/485/GCA_900475485.1_42969_E01	streptococcus_pyogenes
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/475/495/GCA_900475495.1_44626_H01	streptococcus_pyogenes
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/475/525/GCA_900475525.1_44738_D02	streptococcus_pyogenes
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/475/565/GCA_900475565.1_42912_A01	streptococcus_pyogenes
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/475/615/GCA_900475615.1_44451_E01	streptococcus_pyogenes
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/475/645/GCA_900475645.1_44927_B01	streptococcus_pyogenes
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/475/705/GCA_900475705.1_44858_B01	streptococcus_pyogenes
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/475/765/GCA_900475765.1_46931_G01	streptococcus_pyogenes
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/475/785/GCA_900475785.1_46514_A03	streptococcus_pyogenes
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/475/795/GCA_900475795.1_46514_A02	streptococcus_pyogenes
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/475/865/GCA_900475865.1_46338_A02	streptococcus_pyogenes
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/475/875/GCA_900475875.1_47297_B01	streptococcus_pyogenes
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/475/925/GCA_900475925.1_46514_A01	streptococcus_pyogenes
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/475/955/GCA_900475955.1_45889_E01	streptococcus_pyogenes
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/475/985/GCA_900475985.1_47297_C01	streptococcus_pyogenes
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/476/015/GCA_900476015.1_50279_C02	streptococcus_pyogenes
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/608/505/GCA_900608505.1_Chr_1	streptococcus_pyogenes
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/619/585/GCA_900619585.1_5448	streptococcus_pyogenes
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/619/595/GCA_900619595.1_SP444	streptococcus_pyogenes
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/619/605/GCA_900619605.1_HKU419	streptococcus_pyogenes
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/619/615/GCA_900619615.1_PS003	streptococcus_pyogenes
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/619/625/GCA_900619625.1_PS006	streptococcus_pyogenes
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/636/485/GCA_900636485.1_42290_G02	streptococcus_pyogenes
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/636/725/GCA_900636725.1_43908_B01	streptococcus_pyogenes
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/901/472/475/GCA_901472475.1_35891_A01	streptococcus_pyogenes
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/901/482/645/GCA_901482645.1_42017_F01	streptococcus_pyogenes
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/164/675/GCA_000164675.2_ASM16467v2	streptococcus_parasanguinis
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/262/145/GCA_000262145.1_ASM26214v1	streptococcus_parasanguinis
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/073/795/GCA_002073795.2_ASM207379v2	streptococcus_sp
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/222/595/GCA_002222595.2_ASM222259v2	blautia_hansenii
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/187/245/GCA_900187245.1_51470_D02	streptococcus_acidominimus
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/463/465/GCA_000463465.1_ASM46346v1	streptococcus_anginosus
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/463/505/GCA_000463505.1_ASM46350v1	streptococcus_anginosus
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/478/925/GCA_000478925.1_ASM47892v1	streptococcus_anginosus
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/831/165/GCA_000831165.1_ASM83116v1	streptococcus_anginosus
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/412/635/GCA_001412635.1_ASM141263v1	streptococcus_anginosus
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/697/145/GCA_001697145.1_ASM169714v1	streptococcus_anginosus
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/636/475/GCA_900636475.1_42197_F01	streptococcus_anginosus
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/901/542/485/GCA_901542485.1_42166_C01	streptococcus_anginosus
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/738/555/GCA_009738555.1_ASM973855v1	streptococcus_canis
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/636/575/GCA_900636575.1_42912_C01	streptococcus_canis
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/901/521/425/GCA_901521425.1_5645STDY7765767	streptococcus_canis
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/010/705/GCA_000010705.1_ASM1070v1	streptococcus_dysgalactiae
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/188/715/GCA_000188715.1_ASM18871v1	streptococcus_dysgalactiae
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/307/185/GCA_000307185.1_ASM30718v1	streptococcus_dysgalactiae
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/317/855/GCA_000317855.1_ASM31785v1	streptococcus_dysgalactiae
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/493/775/GCA_000493775.1_ASM49377v1	streptococcus_dysgalactiae
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/967/135/GCA_003967135.1_ASM396713v1	streptococcus_dysgalactiae
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/693/725/GCA_008693725.1_ASM869372v1	streptococcus_dysgalactiae
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/844/385/GCA_012844385.1_ASM1284438v1	streptococcus_dysgalactiae
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/844/405/GCA_012844405.1_ASM1284440v1	streptococcus_dysgalactiae
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/474/785/GCA_900474785.1_41767_C01	streptococcus_dysgalactiae
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/475/145/GCA_900475145.1_42727_G01	streptococcus_dysgalactiae
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/475/185/GCA_900475185.1_42197_A02	streptococcus_dysgalactiae
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/475/255/GCA_900475255.1_42545_F02	streptococcus_dysgalactiae
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/475/725/GCA_900475725.1_46166_D01	streptococcus_dysgalactiae
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/635/345/GCA_900635345.1_41686_B01	streptococcus_dysgalactiae
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/636/815/GCA_900636815.1_44503_D02	streptococcus_dysgalactiae
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/901/542/365/GCA_901542365.1_41825_F01	streptococcus_dysgalactiae
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/901/543/615/GCA_901543615.1_42731_E02	streptococcus_dysgalactiae
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/901/543/725/GCA_901543725.1_42731_A01	streptococcus_dysgalactiae
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/901/543/995/GCA_901543995.1_42880_D01	streptococcus_dysgalactiae
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/901/544/215/GCA_901544215.1_42880_F01	streptococcus_dysgalactiae
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/073/515/GCA_002073515.2_ASM207351v2	streptococcus_equinus
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/758/075/GCA_009758075.1_ASM975807v1	streptococcus_equinus
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/758/095/GCA_009758095.1_ASM975809v1	streptococcus_equinus
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/635/935/GCA_900635935.1_36725_D02	streptococcus_equinus
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/636/465/GCA_900636465.1_42290_E02	streptococcus_equinus
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/636/565/GCA_900636565.1_42880_B01	streptococcus_equinus
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/020/765/GCA_000020765.1_ASM2076v1	streptococcus_equi
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/026/585/GCA_000026585.1_ASM2658v1	streptococcus_equi
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/026/605/GCA_000026605.1_ASM2660v1	streptococcus_equi
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/219/765/GCA_000219765.1_ASM21976v1	streptococcus_equi
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/696/505/GCA_000696505.1_ASM69650v1	streptococcus_equi
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/676/645/GCA_009676645.1_ASM967664v1	streptococcus_equi
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/676/685/GCA_009676685.2_ASM967668v2	streptococcus_equi
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/676/725/GCA_009676725.1_ASM967672v1	streptococcus_equi
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/474/805/GCA_900474805.1_41800_D01	streptococcus_equi
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/474/875/GCA_900474875.1_41851_B01	streptococcus_equi
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/475/125/GCA_900475125.1_42042_H01	streptococcus_equi
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/475/295/GCA_900475295.1_43188_D01	streptococcus_equi
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/636/805/GCA_900636805.1_44503_C02	streptococcus_equi
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/637/675/GCA_900637675.1_52451_B01	streptococcus_equi
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/306/805/GCA_000306805.1_ASM30680v1	streptococcus_intermedius
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/463/355/GCA_000463355.1_ASM46335v1	streptococcus_intermedius
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/463/385/GCA_000463385.1_ASM46338v1	streptococcus_intermedius
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/073/355/GCA_002073355.2_ASM207335v2	streptococcus_intermedius
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/356/055/GCA_002356055.1_ASM235605v1	streptococcus_intermedius
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/475/975/GCA_900475975.1_46931_F01	streptococcus_intermedius
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/475/415/GCA_900475415.1_42206_H01	streptococcus_porcinus
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/901/542/335/GCA_901542335.1_41825_G01	streptococcus_porcinus
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/901/542/435/GCA_901542435.1_41975_D01	streptococcus_porcinus
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/901/553/735/GCA_901553735.1_41965_D01	streptococcus_porcinus
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/901/553/755/GCA_901553755.1_41851_D01	streptococcus_porcinus
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/803/015/GCA_008803015.1_ASM880301v1	streptococcus_ratti
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/636/445/GCA_900636445.1_41965_G01	streptococcus_vestibularis
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/475/025/GCA_900475025.1_41906_G01	streptococcus_ferus
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/831/485/GCA_000831485.1_ASM83148v1	streptococcus_iniae
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/885/145/GCA_001885145.1_ASM188514v1	streptococcus_iniae
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/220/115/GCA_002220115.1_ASM222011v1	streptococcus_iniae
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/787/125/GCA_002787125.1_ASM278712v1	streptococcus_iniae
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/589/905/GCA_003589905.1_ASM358990v1	streptococcus_iniae
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/589/945/GCA_003589945.1_ASM358994v1	streptococcus_iniae
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/213/825/GCA_000213825.1_ASM21382v1	streptococcus_parauberis
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/900/385/GCA_002900385.1_ASM290038v1	streptococcus_parauberis
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/009/545/GCA_000009545.1_ASM954v1	streptococcus_uberis
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/814/135/GCA_002814135.1_ASM281413v1	streptococcus_uberis
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/475/595/GCA_900475595.1_44343_G01	streptococcus_uberis
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/475/695/GCA_900475695.1_46463_C01	streptococcus_uberis
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/007/785/GCA_000007785.1_ASM778v1	enterococcus_faecalis
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/172/575/GCA_000172575.2_ASM17257v2	enterococcus_faecalis
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/211/255/GCA_000211255.2_ASM21125v2	enterococcus_faecalis
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/281/195/GCA_000281195.1_ASM28119v1	enterococcus_faecalis
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/317/915/GCA_000317915.1_ASM31791v1	enterococcus_faecalis
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/391/485/GCA_000391485.2_ASM39148v2	enterococcus_faecalis
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/550/745/GCA_000550745.1_ASM55074v1	enterococcus_faecalis
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/742/975/GCA_000742975.1_ASM74297v1	enterococcus_faecalis
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/598/635/GCA_001598635.1_ASM159863v1	enterococcus_faecalis
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/689/055/GCA_001689055.2_ASM168905v2	enterococcus_faecalis
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/886/675/GCA_001886675.1_ASM188667v1	enterococcus_faecalis
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/989/555/GCA_001989555.1_ASM198955v1	enterococcus_faecalis
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/163/735/GCA_002163735.1_ASM216373v1	enterococcus_faecalis
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/208/945/GCA_002208945.2_ASM220894v2	enterococcus_faecalis
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/289/045/GCA_002289045.2_ASM228904v2	enterococcus_faecalis
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/355/755/GCA_002355755.1_ASM235575v1	enterococcus_faecalis
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/814/115/GCA_002814115.1_ASM281411v1	enterococcus_faecalis
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/030/425/GCA_003030425.1_ASM303042v1	enterococcus_faecalis
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/345/275/GCA_003345275.1_ASM334527v1	enterococcus_faecalis
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/812/665/GCA_003812665.1_ASM381266v1	enterococcus_faecalis
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/966/385/GCA_003966385.1_ASM396638v1	enterococcus_faecalis
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/966/405/GCA_003966405.1_ASM396640v1	enterococcus_faecalis
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/332/015/GCA_004332015.1_ASM433201v1	enterococcus_faecalis
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/332/035/GCA_004332035.1_ASM433203v1	enterococcus_faecalis
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/158/025/GCA_005158025.1_ASM515802v1	enterococcus_faecalis
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/484/525/GCA_005484525.1_ASM548452v1	enterococcus_faecalis
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/979/285/GCA_005979285.1_ASM597928v1	enterococcus_faecalis
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/979/305/GCA_005979305.1_ASM597930v1	enterococcus_faecalis
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/349/345/GCA_006349345.1_ASM634934v1	enterococcus_faecalis
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/364/815/GCA_006364815.1_ASM636481v1	enterococcus_faecalis
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/494/835/GCA_006494835.1_ASM649483v1	enterococcus_faecalis
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/494/855/GCA_006494855.1_ASM649485v1	enterococcus_faecalis
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/494/875/GCA_006494875.1_ASM649487v1	enterococcus_faecalis
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/766/145/GCA_006766145.1_ASM676614v1	enterococcus_faecalis
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/498/155/GCA_009498155.1_ASM949815v1	enterococcus_faecalis
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/498/175/GCA_009498175.1_ASM949817v1	enterococcus_faecalis
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/662/495/GCA_009662495.1_ASM966249v1	enterococcus_faecalis
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/685/155/GCA_009685155.1_ASM968515v1	enterococcus_faecalis
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/010/103/655/GCA_010103655.1_ASM1010365v1	enterococcus_faecalis
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/193/375/GCA_011193375.1_ASM1119337v1	enterococcus_faecalis
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/594/215/GCA_012594215.1_ASM1259421v1	enterococcus_faecalis
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/636/775/GCA_900636775.1_44087_G01	enterococcus_faecalis
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/901/553/725/GCA_901553725.1_42197_D01	enterococcus_faecalis
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/379/005/GCA_902379005.1_MGYG-HGUT-01694	enterococcus_faecalis
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/174/395/GCA_000174395.2_ASM17439v2	enterococcus_faecium
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/336/405/GCA_000336405.1_ASM33640v1	enterococcus_faecium
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/444/405/GCA_000444405.1_ASM44440v1	enterococcus_faecium
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/737/555/GCA_000737555.1_ASM73755v1	enterococcus_faecium
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/298/485/GCA_001298485.1_ASM129848v1	enterococcus_faecium
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/412/695/GCA_001412695.1_ASM141269v1	enterococcus_faecium
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/518/735/GCA_001518735.1_ASM151873v1	enterococcus_faecium
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/587/115/GCA_001587115.1_ASM158711v1	enterococcus_faecium
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/594/345/GCA_001594345.1_ASM159434v1	enterococcus_faecium
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/635/875/GCA_001635875.1_ASM163587v1	enterococcus_faecium
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/720/945/GCA_001720945.1_ASM172094v1	enterococcus_faecium
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/721/065/GCA_001721065.1_ASM172106v1	enterococcus_faecium
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/721/905/GCA_001721905.1_ASM172190v1	enterococcus_faecium
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/750/885/GCA_001750885.1_ASM175088v1	enterococcus_faecium
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/886/635/GCA_001886635.1_ASM188663v1	enterococcus_faecium
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/895/905/GCA_001895905.1_ASM189590v1	enterococcus_faecium
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/953/235/GCA_001953235.1_ASM195323v1	enterococcus_faecium
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/953/255/GCA_001953255.1_ASM195325v1	enterococcus_faecium
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/007/625/GCA_002007625.1_ASM200762v1	enterococcus_faecium
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/024/245/GCA_002024245.1_ASM202424v1	enterococcus_faecium
